timestamp,agent,algo,model_path,scenario,red_agent,episodes,max_steps,seed,mean_reward,std_reward,worst_reward,episode_rewards
2026-04-19T02:12:17,PPO,ppo,models/ppo_gentle_mixed_10m.zip,Scenario1b,bline,30,100,200,-18.5133,8.6608,-38.6000,"[-35.5, -11.799999999999981, -18.5, -38.6, -20.0, -10.799999999999981, -23.800000000000004, -10.799999999999981, -11.799999999999981, -15.599999999999977, -17.3, -28.5, -10.799999999999981, -22.500000000000004, -9.799999999999981, -35.5, -11.799999999999978, -11.699999999999978, -20.4, -10.799999999999981, -12.799999999999978, -18.3, -22.4, -10.799999999999981, -10.699999999999982, -20.700000000000003, -12.799999999999978, -34.50000000000006, -11.799999999999981, -24.3]"
