timestamp,agent,algo,model_path,scenario,red_agent,episodes,max_steps,seed,mean_reward,std_reward,worst_reward,episode_rewards
2026-04-19T02:12:29,PPO,recurrent_ppo,models/recurrent_ppo_lstm_10m.zip,Scenario1b,bline,30,100,200,-19.5700,9.6506,-47.6000,"[-25.4, -11.799999999999981, -22.8, -26.4, -28.6, -9.799999999999981, -34.30000000000006, -11.799999999999981, -9.799999999999981, -12.699999999999978, -26.4, -28.4, -10.799999999999981, -32.500000000000014, -11.799999999999974, -24.80000000000006, -10.799999999999981, -10.699999999999978, -28.6, -12.799999999999978, -10.799999999999981, -22.8, -19.6, -10.799999999999981, -10.699999999999982, -25.6, -12.799999999999974, -47.6, -10.799999999999981, -24.6]"
