timestamp,agent,algo,model_path,scenario,red_agent,episodes,max_steps,seed,mean_reward,std_reward,worst_reward,episode_rewards
2026-04-19T02:12:06,PPO,ppo,models/ppo_enterprise_focus_mixed_10m.zip,Scenario1b,bline,30,100,200,-23.3433,11.1778,-43.9000,"[-31.300000000000004, -16.799999999999983, -31.200000000000014, -36.7, -33.30000000000001, -14.799999999999981, -35.3, -9.799999999999981, -12.799999999999974, -11.599999999999978, -31.200000000000024, -29.00000000000001, -14.79999999999998, -39.80000000000002, -11.799999999999972, -32.30000000000001, -9.799999999999981, -10.699999999999982, -34.50000000000006, -13.799999999999974, -14.799999999999981, -32.900000000000006, -24.600000000000012, -12.79999999999998, -10.699999999999982, -31.9, -18.799999999999983, -43.9, -10.799999999999978, -37.800000000000004]"
