timestamp,agent,algo,model_path,scenario,red_agent,episodes,max_steps,seed,mean_reward,std_reward,worst_reward,episode_rewards
2026-04-19T02:11:54,PPO,ppo,models/ppo_decoys_mixed_20m.zip,Scenario1b,bline,30,100,200,-19.4900,8.4171,-43.3000,"[-35.3, -19.799999999999994, -26.700000000000045, -29.3, -30.199999999999996, -14.799999999999972, -17.900000000000002, -10.799999999999981, -15.199999999999987, -14.599999999999977, -13.4, -28.5, -11.799999999999981, -18.5, -12.799999999999974, -43.3, -19.799999999999994, -12.499999999999982, -10.7, -14.699999999999989, -23.700000000000003, -22.0, -17.5, -10.799999999999981, -11.699999999999974, -17.6, -13.799999999999974, -28.600000000000033, -9.799999999999981, -28.6]"
